index,date,value,ma5,ma10,ma20,ma30,ma60,Profit,Profit rate,180 day profit,Standard Dev of 180-day-profit,Standard Dev,Coefficient of Variation,Bias(5:30),sharp ratio,credit_of_future_tendency,Risk_credit,Credit_to_SELL
1523,2020/11/12,15708.65,15336.932,14962.589,14167.253,13380.53533,12086.014,391.61,2.56%,68.85%,23.70%,1563.681876,0.144913616,0.146212137,290.52%,0.02,1.91,5.96
1524,2020/11/13,16295.57,15628.078,15234.629,14334.8055,13542.77967,12185.42733,586.92,3.74%,73.62%,23.75%,1612.089854,0.148866865,0.153978606,310.04%,0.02,2.1,7.06
1525,2020/11/14,16339.33,15797.824,15466.231,14495.349,13706.38,12279.83883,43.76,0.27%,68.98%,23.79%,1659.39713,0.152693704,0.152589086,289.98%,0.02,1.9,4.97
1526,2020/11/15,16091.07,15950.332,15659.779,14648.064,13859.29133,12368.263,-248.26,-1.52%,65.56%,23.83%,1701.516935,0.156059981,0.150876449,275.16%,0.03,1.75,3.45
1527,2020/11/16,15968.16,16080.556,15697.456,14792.6535,14013.97767,12451.92517,-122.91,-0.76%,63.18%,23.85%,1740.107757,0.159095691,0.147465508,264.88%,0.03,1.65,3.48
1528,2020/11/17,16725.15,16283.856,15810.394,14946.3375,14192.599,12548.2795,756.99,4.74%,75.86%,23.99%,1790.039792,0.163089231,0.147348417,316.18%,0.04,2.16,6.36
1529,2020/11/18,17679.72,16560.686,16094.382,15165.8735,14398.31633,12660.745,954.57,5.71%,95.19%,24.33%,1854.358204,0.168257357,0.15018212,391.19%,0.05,2.91,5.96
1530,2020/11/19,17798.45,16852.51,16325.167,15382.863,14599.65933,12772.69533,118.73,0.67%,94.15%,24.63%,1915.409912,0.173038726,0.154308441,382.20%,0.05,2.82,2.8
1531,2020/11/20,17820.57,17198.41,16574.371,15595.6555,14796.163,12887.71067,22.12,0.12%,94.16%,24.95%,1974.423302,0.177602943,0.162356078,377.39%,0.05,2.77,2.69
1532,2020/11/21,18687.45,17742.268,16911.412,15839.512,14991.35933,13025.32717,866.88,4.86%,114.04%,25.52%,2047.304267,0.18329252,0.183499615,446.86%,0.06,3.47,6.08
1533,2020/11/22,18699.75,18137.188,17210.522,16086.5555,15181.676,13161.45267,12.3,0.07%,110.12%,25.99%,2113.962137,0.188331648,0.194676266,423.71%,0.05,3.24,3.8
1534,2020/11/23,18422.28,18285.7,17423.193,16328.911,15364.268,13297.916,-277.47,-1.48%,108.33%,26.40%,2173.113035,0.192698172,0.190144561,410.38%,0.04,3.1,3.13
1535,2020/11/24,18398.91,18405.792,17629.151,16547.691,15539.94967,13425.69067,-23.37,-0.13%,100.04%,26.69%,2228.698469,0.19670624,0.184417736,374.84%,0.03,2.75,5
1536,2020/11/25,19172.52,18676.182,17937.296,16798.5375,15744.47467,13567.01867,773.61,4.20%,100.36%,26.97%,2297.549549,0.201801499,0.186205472,372.09%,0.01,2.72,8.79
1537,2020/11/26,18739.8,18686.652,18214.46,16955.958,15933.25567,13700.47533,-432.72,-2.26%,98.81%,27.26%,2357.284001,0.206130856,0.172808144,362.48%,0,2.62,4.36
1538,2020/11/27,17151.44,18376.99,18257.089,17033.7415,16049.92133,13806.762,-1588.36,-8.48%,76.85%,27.35%,2390.216099,0.208233388,0.144989413,281.04%,-0.02,1.81,0.41
1539,2020/11/28,17138.87,18120.308,18203.004,17148.693,16178.25033,13914.20433,-12.57,-0.07%,81.35%,27.48%,2423.002678,0.210336426,0.120041267,296.07%,-0.02,1.96,4.76
1540,2020/11/29,17732.42,17987.01,18196.401,17260.784,16320.709,14029.06467,593.55,3.46%,73.78%,27.54%,2461.392569,0.212823673,0.102097341,267.84%,-0.01,1.68,6.23
1541,2020/11/30,18191.6,17790.826,18233.504,17403.9375,16474.93833,14152.626,459.18,2.59%,90.98%,27.76%,2507.757251,0.216008379,0.079872084,327.71%,0,2.28,3.29
1542,2020/12/1,19709.73,17984.812,18335.732,17623.572,16671.58533,14304.13417,1518.13,8.35%,104.08%,28.09%,2573.750183,0.220623491,0.078770353,370.55%,0.02,2.71,5.97
1543,2020/12/2,18792.52,18313.028,18345.009,17777.7655,16839.37333,14441.09183,-917.21,-4.65%,91.87%,28.27%,2622.971605,0.223874293,0.087512441,324.91%,0.03,2.25,-2.62
1544,2020/12/3,19226.97,18730.648,18425.478,17924.3355,17027.76667,14585.6785,434.45,2.31%,99.79%,28.54%,2677.409576,0.227508715,0.100006147,349.63%,0.03,2.5,2.5
1545,2020/12/4,19454.54,19075.072,18531.041,18080.096,17208.80767,14732.02983,227.57,1.18%,101.18%,28.81%,2732.499423,0.231123203,0.108448207,351.22%,0.03,2.51,2.36
1546,2020/12/5,18670.49,19170.85,18480.838,18209.067,17359.30433,14863.39533,-784.05,-4.03%,91.42%,28.98%,2774.447951,0.233688488,0.104355891,315.41%,0.02,2.15,-0.55
1547,2020/12/6,19155.06,19059.916,18522.364,18368.412,17478.09333,15005.91733,484.57,2.60%,95.81%,29.20%,2821.894291,0.236649524,0.090503159,328.08%,0.01,2.28,3.51
1548,2020/12/7,19377.66,19176.944,18744.986,18501.0375,17604.15633,15151.03167,222.6,1.16%,98.23%,29.44%,2870.862054,0.239690478,0.089341837,333.67%,0,2.34,2.7
1549,2020/12/8,19181.41,19167.832,18949.24,18576.122,17748.87533,15288.66683,-196.25,-1.01%,93.91%,29.63%,2915.318855,0.242350682,0.079946286,316.89%,-0.01,2.17,1.56
1550,2020/12/9,18318.87,18940.698,19007.885,18602.143,17843.151,15409.59483,-862.54,-4.50%,97.27%,29.85%,2947.920329,0.244116054,0.061510828,325.81%,-0.02,2.26,-1.58
1551,2020/12/10,18554.15,18917.43,19044.14,18638.822,17950.67167,15530.45283,235.28,1.28%,96.13%,30.04%,2979.343662,0.245676516,0.053856388,319.98%,-0.01,2.2,1.91
1552,2020/12/11,18247.76,18735.97,18897.943,18616.8375,18048.36233,15644.972,-306.39,-1.65%,92.62%,30.20%,3006.95941,0.246964975,0.038098064,306.64%,-0.02,2.07,-0.52
1553,2020/12/12,18029.36,18466.31,18821.627,18583.318,18125.71933,15753.12733,-218.4,-1.20%,93.24%,30.38%,3031.261188,0.247998096,0.018790463,306.94%,-0.01,2.07,-1.31
1554,2020/12/13,18803.44,18390.716,18779.274,18602.376,18209.315,15876.04733,774.08,4.29%,99.47%,30.60%,3062.484951,0.249484319,0.009961989,325.02%,0,2.25,1.22
1555,2020/12/14,19164.48,18559.838,18750.268,18640.6545,18303.48667,16004.93333,361.04,1.92%,101.18%,30.81%,3097.306358,0.251219989,0.014005601,328.37%,0.01,2.28,-0.95
1556,2020/12/15,19276.59,18704.326,18810.878,18645.858,18409.67067,16134.481,112.11,0.58%,103.88%,31.05%,3132.677761,0.252983547,0.016005465,334.52%,0.03,2.35,-2.41
1557,2020/12/16,19439.75,18942.724,18839.347,18680.8555,18525.39033,16269.684,163.16,0.85%,107.25%,31.31%,3168.341536,0.254728817,0.022527658,342.48%,0.05,2.42,-3.01
1558,2020/12/17,21379.48,19612.748,19039.529,18892.2575,18680.53467,16436.56683,1939.73,9.98%,129.88%,31.84%,3228.626541,0.258199412,0.049902926,407.98%,0.07,3.08,2.65
1559,2020/12/18,22847.46,20421.552,19406.134,19177.687,18852.79267,16625.5545,1467.98,6.87%,144.16%,32.52%,3309.49349,0.263091718,0.083210979,443.35%,0.09,3.43,1.04
1560,2020/12/19,23150.79,21218.814,19889.326,19448.6055,19031.204,16815.43167,303.33,1.33%,149.34%,33.27%,3392.20242,0.26804292,0.114948587,448.88%,0.1,3.49,-1.58
1561,2020/12/20,23869.92,22137.48,20420.903,19732.5215,19232.849,17014.506,719.13,3.11%,146.29%,33.95%,3483.188931,0.273491038,0.151024479,430.93%,0.1,3.31,1.46
1562,2020/12/21,23490.58,22947.646,20945.185,19921.564,19392.95333,17192.15633,-379.34,-1.59%,144.15%,34.59%,3565.754325,0.278307954,0.18329816,416.72%,0.09,3.17,0.52
1563,2020/12/22,22745.48,23220.846,21416.797,20119.212,19527.811,17354.7435,-745.1,-3.17%,145.19%,35.22%,3632.936739,0.281955888,0.189116691,412.20%,0.07,3.12,0.45
1564,2020/12/23,23824.99,23416.352,21918.952,20349.113,19707.90133,17536.08467,1079.51,4.75%,157.82%,36.00%,3712.290713,0.286328452,0.188170755,438.36%,0.05,3.38,6.74
1565,2020/12/24,23253.37,23436.868,22327.841,20539.0545,19869.71667,17704.83317,-571.62,-2.40%,154.01%,36.69%,3779.321341,0.289768256,0.179527036,419.80%,0.02,3.2,2.87
1566,2020/12/25,23715.53,23405.99,22771.735,20791.3065,20021.15033,17882.8125,462.16,1.99%,163.38%,37.48%,3850.016262,0.293378986,0.169063196,435.96%,0.02,3.36,5.25
1567,2020/12/26,24693.58,23646.59,23297.118,21068.2325,20219.60967,18076.43267,978.05,4.12%,170.54%,38.35%,3932.053317,0.297664212,0.169487957,444.69%,0.03,3.45,6.18
1568,2020/12/27,26443.21,24386.136,23803.491,21421.51,20529.33533,18289.62833,1749.63,7.09%,187.88%,39.50%,4040.713836,0.303690644,0.187867781,475.70%,0.05,3.76,8.02
1569,2020/12/28,26246.58,24870.454,24143.403,21774.7685,20832.92567,18505.588,-196.63,-0.74%,187.35%,40.58%,4141.253243,0.309057455,0.193805152,461.63%,0.06,3.62,2.71
1570,2020/12/29,27036.69,25627.118,24531.993,22210.6595,21143.068,18731.8885,790.11,3.01%,192.72%,41.73%,4250.543775,0.314889322,0.212081331,461.80%,0.07,3.62,5.46
1571,2020/12/30,27376.37,26359.286,24882.638,22651.7705,21449.227,18962.08267,339.68,1.26%,201.24%,42.96%,4361.280903,0.320711813,0.228915429,468.46%,0.08,3.68,4.72
1572,2020/12/31,28856.59,27191.888,25419.239,23182.212,21754.12233,19212.85383,1480.22,5.41%,218.07%,44.43%,4492.507552,0.327729545,0.249964838,490.83%,0.08,3.91,8.13
1573,2021/1/1,28982.56,27699.758,26042.947,23729.872,22093.79033,19466.58183,125.97,0.44%,217.40%,45.81%,4619.613191,0.334319161,0.25373499,474.53%,0.08,3.75,5.01
1574,2021/1/2,29393.75,28329.192,26599.823,24259.3875,22432.683,19730.22483,411.19,1.42%,223.40%,47.21%,4748.399674,0.340877734,0.262853489,473.16%,0.08,3.73,6.53
1575,2021/1/3,32195.46,29360.946,27494.032,24910.9365,22857.38033,20033.094,2801.71,9.53%,244.38%,48.91%,4923.900307,0.350266573,0.284528042,499.62%,0.09,4,12.44
1576,2021/1/4,33000.78,30485.828,28422.557,25597.146,23335.05667,20347.1805,805.32,2.50%,256.53%,50.79%,5107.620971,0.359989416,0.306438996,505.04%,0.09,4.05,8.33
1577,2021/1/5,32035.03,31121.516,29156.702,26226.91,23764.389,20621.24117,-965.75,-2.93%,239.35%,52.26%,5262.819778,0.367666757,0.309586205,458.01%,0.1,3.58,4.89
1578,2021/1/6,34046.67,32134.338,29917.048,26860.2695,24253.356,20928.75617,2011.64,6.28%,268.55%,54.19%,5449.658626,0.377137676,0.324943979,495.53%,0.11,3.96,11.11
1579,2021/1/7,36860.41,33627.67,30978.431,27560.917,24842.656,21295.76567,2813.74,8.26%,296.89%,56.62%,5683.319936,0.389197561,0.353626198,524.38%,0.12,4.24,13.05
1580,2021/1/8,39486.04,35085.786,32223.366,28377.6795,25548.22833,21695.68967,2625.63,7.12%,327.53%,59.58%,5961.300074,0.403622225,0.373315814,549.77%,0.13,4.5,12.7
1581,2021/1/9,40670.25,36619.68,33552.754,29217.696,26285.43167,22118.05167,1184.21,3.00%,337.51%,62.58%,6248.528745,0.418152709,0.393154979,539.36%,0.11,4.39,11.91
1582,2021/1/10,40240.72,38260.818,34691.167,30055.203,27018.53033,22533.44633,-429.53,-1.06%,335.59%,65.30%,6509.562788,0.430693562,0.416095455,513.94%,0.09,4.14,11.56
1583,2021/1/11,38240.09,39099.502,35616.92,30829.9335,27692.22133,22908.97033,-2000.63,-4.97%,313.20%,67.41%,6716.600538,0.439730067,0.411930864,464.62%,0.06,3.65,10.54
1584,2021/1/12,35544.94,38836.408,36232.039,31415.931,28250.27133,23229.79317,-2695.15,-7.05%,286.63%,68.96%,6867.427094,0.445369332,0.374726902,415.68%,0.03,3.16,9.18
1585,2021/1/13,34011.82,37741.564,36413.675,31953.8535,28745.18267,23524.33467,-1533.12,-4.31%,272.49%,70.19%,6988.44497,0.449222957,0.312970053,388.19%,0.01,2.88,9.45
1586,2021/1/14,37393.13,37086.14,36852.91,32637.7335,29349.06733,23879.369,3381.31,9.94%,308.48%,71.95%,7156.83366,0.455475473,0.263622437,428.72%,0,3.29,16.97
1587,2021/1/15,39158.47,36869.69,37565.254,33360.978,30006.358,24265.87417,1765.34,4.72%,326.81%,73.97%,7347.933037,0.462755399,0.228729258,441.82%,-0.01,3.42,11.89
1588,2021/1/16,36828.52,36587.376,37843.439,33880.2435,30521.326,24600.93033,-2329.95,-5.95%,299.67%,75.45%,7493.017987,0.467395255,0.198747918,397.21%,-0.01,2.97,3.52
1589,2021/1/17,36065.2,36691.428,37763.918,34371.1745,30961.91733,24907.355,-763.32,-2.07%,293.56%,76.76%,7621.285498,0.471037549,0.185050254,382.42%,-0.01,2.82,5.29
1590,2021/1/18,35793.01,37047.666,37394.615,34808.9905,31383.32467,25207.26433,-272.19,-0.75%,281.07%,77.85%,7740.522826,0.474096131,0.180488887,361.04%,-0.01,2.61,6.19
1591,2021/1/19,36632.35,36895.51,36990.825,35271.7895,31808.739,25520.794,839.34,2.34%,284.09%,78.97%,7867.995315,0.477502199,0.159917405,359.74%,-0.02,2.6,7.9
1592,2021/1/20,36020.13,36267.842,36568.766,35629.9665,32226.39067,25809.672,-612.22,-1.67%,274.70%,79.93%,7982.975065,0.480216079,0.125408128,343.66%,-0.02,2.44,3.87
1593,2021/1/21,35538.98,36009.934,36298.655,35957.7875,32652.84067,26090.32583,-481.15,-1.34%,272.09%,80.84%,8087.803176,0.482365753,0.102811678,336.59%,-0.03,2.37,3.17
1594,2021/1/22,30797.88,34956.47,35823.949,36027.994,32885.27033,26296.58583,-4741.1,-13.34%,217.26%,81.12%,8136.26369,0.48188236,0.062982595,267.81%,-0.04,1.68,-5.74
1595,2021/1/23,33002.38,34398.344,35723.005,36068.34,33210.23733,26539.977,2204.5,7.16%,232.05%,81.51%,8205.666654,0.482316393,0.035775314,284.69%,-0.04,1.85,6.9
1596,2021/1/24,32099.74,33491.822,35193.666,36023.288,33489.711,26755.43067,-902.64,-2.74%,190.70%,81.54%,8264.320442,0.482293103,6.30E-05,233.87%,-0.05,1.34,-0.89
1597,2021/1/25,32276.84,32743.164,34505.503,36035.3785,33742.48633,26981.048,177.1,0.55%,195.17%,81.66%,8327.469655,0.482673788,-0.029616144,239.01%,-0.04,1.39,-0.37
1598,2021/1/26,32243.26,32084.02,34046.977,35945.208,33935.82133,27232.57833,-33.58,-0.10%,190.41%,81.71%,8387.721993,0.482871209,-0.054567748,233.02%,-0.03,1.33,-2.59
1599,2021/1/27,32541.8,32432.804,33694.637,35729.2775,34145.662,27489.29383,298.54,0.93%,192.78%,81.79%,8449.523464,0.483134588,-0.050163268,235.69%,-0.02,1.36,-2.45
1600,2021/1/28,30419.17,31916.162,33157.253,35275.934,34258.41133,27700.73967,-2122.63,-6.52%,168.15%,81.73%,8490.13009,0.482513908,-0.068370051,205.75%,-0.03,1.06,-7.62
1601,2021/1/29,33403.17,32176.848,32834.335,34912.58,34459.30467,27954.26583,2984,9.81%,182.51%,81.74%,8557.573607,0.483001413,-0.066236295,223.28%,-0.01,1.23,2.84
1602,2021/1/30,34314.26,32584.332,32663.748,34616.257,34641.227,28197.67467,911.09,2.73%,209.76%,81.96%,8634.03427,0.483923083,-0.059377083,255.94%,-0.02,1.56,-1.66
1603,2021/1/31,34318.1,32999.3,32541.66,34420.1575,34819.07833,28456.43433,3.84,0.01%,205.25%,82.08%,8705.005806,0.484414788,-0.052263828,250.05%,-0.01,1.5,-3.65
1604,2021/2/1,33136.46,33118.232,32775.518,34299.7335,34943.83533,28688.25917,-1181.64,-3.44%,196.01%,82.12%,8762.605191,0.484359745,-0.052243931,238.70%,0,1.39,-6.27
1605,2021/2/2,33522.9,33738.978,32827.57,34275.2875,34988.08333,28922.73183,386.44,1.17%,185.29%,82.06%,8821.616834,0.484319103,-0.035700879,225.79%,0.01,1.26,-2.78
1606,2021/2/3,35529.66,34164.276,33170.562,34182.114,35072.37933,29203.718,2006.76,5.99%,201.79%,82.13%,8901.081016,0.485182263,-0.025892265,245.71%,0.01,1.46,1.14
1607,2021/2/4,37676.25,34836.674,33710.503,34108.003,35260.42,29512.4045,2146.59,6.04%,224.64%,82.33%,9001.917281,0.486880614,-0.012017611,272.84%,0.02,1.73,1.12
1608,2021/2/5,37002.09,35373.472,34186.386,34116.6815,35358.934,29806.145,-674.16,-1.79%,214.44%,82.42%,9091.018869,0.487996404,0.000411155,260.18%,0.02,1.6,-3.99
1609,2021/2/6,38278.61,36401.902,34760.067,34227.352,35406.20733,30124.43167,1276.52,3.45%,227.61%,82.62%,9192.288901,0.489583204,0.028122037,275.49%,0.05,1.75,-0.41
1610,2021/2/7,39323.26,37561.974,35650.476,34403.8645,35400.78133,30474.50483,1044.65,2.73%,230.64%,82.80%,9302.128779,0.491436456,0.061049293,278.57%,0.07,1.79,-0.14
1611,2021/2/8,38928.1,38241.662,36202.969,34518.652,35342.70967,30814.07067,-395.16,-1.00%,241.70%,83.05%,9404.450726,0.492952276,0.082024054,291.03%,0.08,1.91,-2.7
1612,2021/2/9,46364.3,39979.272,37407.973,35035.8605,35546.829,31282.67967,7436.2,19.10%,300.62%,83.88%,9601.74903,0.498247928,0.124693063,358.41%,0.11,2.58,11.44
1613,2021/2/10,46589.58,41896.77,38635.121,35588.3905,35825.14533,31758.68333,225.28,0.49%,295.58%,84.61%,9795.508583,0.503250265,0.169479415,349.37%,0.1,2.49,1.1
1614,2021/2/11,44878.17,43216.682,39809.292,36292.405,36136.253,32193.26217,-1711.41,-3.67%,281.15%,85.19%,9957.92833,0.506832773,0.195937,330.04%,0.09,2.3,0.2
1615,2021/2/12,48013.38,44954.706,41258.34,37042.955,36602.97167,32674.07717,3135.21,6.99%,304.36%,86.00%,10159.88544,0.511895423,0.228170937,353.91%,0.11,2.54,8.41
1616,2021/2/13,47471.4,46663.366,42452.514,37811.538,36938.914,33143.99067,-541.98,-1.13%,298.45%,86.73%,10346.45919,0.516180883,0.263257658,344.11%,0.09,2.44,5.38
1617,2021/2/14,47185.19,46827.544,43403.408,38556.9555,37206.47133,33606.41467,-286.21,-0.60%,283.82%,87.24%,10522.15892,0.519892131,0.258586002,325.34%,0.09,2.25,5.83
1618,2021/2/15,48720.37,47253.702,44575.236,39380.811,37602.86633,34062.09617,1535.18,3.25%,307.04%,88.04%,10714.85937,0.524200811,0.256651596,348.76%,0.06,2.49,9.71
1619,2021/2/16,47951.85,47868.438,45542.56,40151.3135,37999.088,34480.50267,-768.52,-1.58%,308.66%,88.80%,10888.24683,0.52755258,0.25972597,347.58%,0.04,2.48,7.45
1620,2021/2/17,49160.1,48097.782,46526.244,41088.36,38444.65767,34913.99117,1208.25,2.52%,314.30%,89.57%,11071.0069,0.531086884,0.251091437,350.88%,0.04,2.51,9.98
1621,2021/2/18,52118.23,49027.148,47845.257,42024.113,38960.85367,35384.79633,2958.13,6.02%,352.31%,90.80%,11290.49463,0.535898838,0.25836945,388.01%,0.04,2.88,12.01
1622,2021/2/19,51608.15,49911.74,48369.642,42888.8075,39480.45433,35853.4225,-510.08,-0.98%,341.72%,91.78%,11492.42111,0.539808837,0.264213922,372.32%,0.05,2.72,7.24
1623,2021/2/20,55916.5,51350.966,49302.334,43968.7275,40159.705,36406.27283,4308.35,8.35%,379.85%,93.28%,11752.89457,0.545778609,0.278668905,407.22%,0.06,3.07,13.55
1624,2021/2/21,56001.2,52960.836,50414.637,45111.9645,40999.81567,36942.543,84.7,0.15%,376.04%,94.68%,12003.9354,0.551165194,0.291733515,397.16%,0.06,2.97,8.5
1625,2021/2/22,57487.86,54626.388,51362.085,46310.2125,41815.99833,37513.11783,1486.66,2.65%,407.06%,96.54%,12268.71116,0.556863375,0.306351401,421.67%,0.05,3.22,11.29
1626,2021/2/23,54123.4,55027.422,52027.285,47239.8995,42550.12033,38019.91567,-3364.46,-5.85%,371.98%,97.78%,12470.90221,0.560031836,0.293237753,380.42%,0.04,2.8,5.87
1627,2021/2/24,48880.43,54481.878,52196.809,47800.1085,43103.57333,38423.02983,-5242.97,-9.69%,332.49%,98.52%,12599.56043,0.560605744,0.263975902,337.48%,0.01,2.37,3.66
1628,2021/2/25,50624.84,53423.546,52387.256,48481.246,43716.29267,38826.057,1744.41,3.57%,338.89%,99.30%,12743.2351,0.56157001,0.222051156,341.26%,0,2.41,11.26
1629,2021/2/26,46800.42,51583.39,52272.113,48907.3365,44191.58,39168.621,-3824.42,-7.55%,307.61%,99.72%,12840.3815,0.561033953,0.167267384,308.47%,-0.03,2.08,2.44
1630,2021/2/27,46340.31,49353.88,51990.134,49258.189,44722.28467,39490.348,-460.11,-0.98%,295.81%,100.00%,12928.98352,0.560191341,0.103563478,295.80%,-0.03,1.96,4.14
1631,2021/2/28,46155.87,47760.374,51393.898,49619.5775,45147.37467,39803.33967,-184.44,-0.40%,295.86%,100.30%,13013.4546,0.559239679,0.057877105,294.99%,-0.03,1.95,1.99
1632,2021/3/1,45113.92,47007.072,50744.475,49557.0585,45507.36333,40074.29517,-1041.95,-2.26%,278.37%,100.43%,13084.62211,0.557866945,0.032955297,277.18%,-0.02,1.77,-0.8
1633,2021/3/2,49618.43,46805.79,50114.668,49708.501,46017.37433,40418.22633,4504.51,9.98%,335.35%,101.03%,13198.91194,0.557786993,0.017133,331.94%,-0.01,2.32,6.11
1634,2021/3/3,48356.04,47116.914,49350.152,49882.3945,46524.69367,40734.2645,-1262.39,-2.54%,374.66%,101.99%,13293.12474,0.55696233,0.012729161,367.36%,-0.01,2.67,-3.56
1635,2021/3/4,50477.7,47944.392,48649.136,50005.6105,47089.85367,41038.9685,2121.66,4.39%,382.21%,102.92%,13399.10407,0.556215158,0.018146974,371.37%,0,2.71,1.31
1636,2021/3/5,48448.91,48403,48081.687,50054.486,47520.49533,41296.43733,-2028.79,-4.02%,376.88%,103.85%,13481.28539,0.55479395,0.018571033,362.90%,-0.01,2.63,-4.13
1637,2021/3/6,48861.38,49152.492,48079.782,50138.2955,47893.333,41576.8765,412.47,0.85%,376.47%,104.72%,13561.99594,0.553247186,0.026290904,359.50%,-0.01,2.59,-0.23
1638,2021/3/7,48881.59,49005.124,47905.457,50146.3565,48289.31633,41824.12517,20.21,0.04%,371.48%,105.50%,13639.63546,0.551612231,0.014823313,352.10%,-0.02,2.52,-0.8
1639,2021/3/8,51169.7,49567.856,48342.385,50307.249,48719.01933,42062.61333,2288.11,4.68%,405.55%,106.66%,13737.27835,0.550542012,0.017423107,380.24%,-0.01,2.8,2.03
1640,2021/3/9,52299.33,49932.182,48938.287,50464.2105,49151.555,42276.16817,1129.63,2.21%,411.34%,108.20%,13841.06727,0.549569143,0.015882041,380.16%,-0.02,2.8,0.76
1641,2021/3/10,54881.52,51218.704,49810.852,50602.375,49683.33567,42513.02267,2582.19,4.94%,430.12%,109.85%,13969.62443,0.549292934,0.030903085,391.55%,-0.01,2.92,2.7
1642,2021/3/11,55997.23,52645.874,50899.183,50821.829,50004.43333,42775.63117,1115.71,2.03%,438.67%,111.62%,14106.45373,0.549227082,0.05282413,393.00%,0.01,2.93,0.56
1643,2021/3/12,57764,54422.356,51713.74,50914.204,50376.914,43101.02967,1766.77,3.16%,452.95%,113.51%,14258.95672,0.549565003,0.08030349,399.05%,0.03,2.99,1.68
1644,2021/3/13,57253.28,55639.072,52603.464,50976.808,50789.41767,43462.83533,-510.72,-0.88%,454.20%,115.39%,14399.26814,0.549496052,0.095485527,393.63%,0.04,2.94,-1.01
1645,2021/3/14,61258.73,57430.952,53681.567,51165.3515,51230.92933,43916.9505,4005.45,7.00%,473.87%,117.43%,14582.7491,0.55058604,0.121021085,403.54%,0.06,3.04,4.99
1646,2021/3/15,59133.47,58281.342,54750.023,51415.855,51619.665,44279.2895,-2125.26,-3.47%,448.26%,119.07%,14734.05808,0.550731871,0.129053085,376.46%,0.06,2.76,-1.55
1647,2021/3/16,55754.72,58232.84,55439.357,51759.5695,51905.316,44555.89367,-3378.75,-5.71%,409.25%,120.12%,14841.4555,0.549641922,0.121905124,340.71%,0.04,2.41,-2.54
1648,2021/3/17,56872.38,58054.516,56238.436,52071.9465,52177.04967,44889.958,1117.66,2.00%,419.67%,121.24%,14956.93994,0.548762379,0.112644666,346.15%,0.04,2.46,2.35
1649,2021/3/18,58913,58386.46,57012.766,52677.5755,52542.42133,45270.75467,2040.62,3.59%,438.91%,122.55%,15089.95304,0.548311033,0.111225149,358.16%,0.03,2.58,3.79
1650,2021/3/19,57665.9,57667.894,57549.423,53243.855,52825.948,45635.30283,-1247.1,-2.12%,420.38%,123.65%,15203.29558,0.547294758,0.091658478,339.98%,0.03,2.4,-0.59
1651,2021/3/20,58075.1,57456.22,57868.781,53839.8165,53024.51033,45992.682,409.2,0.71%,431.84%,124.76%,15316.76945,0.546273945,0.083578512,346.13%,0.02,2.46,1.36
1652,2021/3/21,58085.8,57922.436,58077.638,54488.4105,53240.432,46360.44317,10.7,0.02%,456.89%,126.07%,15424.15106,0.545038221,0.087940759,362.42%,0.01,2.62,1.44
1653,2021/3/22,57411.17,58030.194,58042.355,54878.0475,53290.25433,46724.97967,-674.63,-1.16%,445.10%,127.16%,15516.29378,0.543310961,0.088945713,350.04%,-0.01,2.5,1.64
1654,2021/3/23,54204.96,57088.586,57737.523,55170.4935,53230.37967,47115.09767,-3206.21,-5.58%,429.63%,128.03%,15573.55658,0.540747408,0.072481285,335.56%,-0.02,2.36,-1.59
1655,2021/3/24,54477.46,56450.898,57059.396,55370.4815,53130.033,47473.01567,272.5,0.50%,407.60%,128.69%,15627.35754,0.538048881,0.062504478,316.74%,-0.02,2.17,2.16
1656,2021/3/25,52508.23,55337.524,56396.872,55573.4475,53076.194,47813.15717,-1969.23,-3.61%,391.06%,129.22%,15663.65433,0.535046764,0.042605353,302.63%,-0.02,2.03,-1.32
1657,2021/3/26,51415.92,54003.548,55962.992,55701.1745,53160.71033,48132.14183,-1092.31,-2.08%,379.07%,129.68%,15687.57454,0.531776978,0.015854522,292.31%,-0.02,1.92,-1.67
